+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                     ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_dc_victim                                                                                                                                                        ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_dc_data|the_altsyncram|auto_generated                                                                                                                            ; 56    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_dc_data                                                                                                                                                          ; 56    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_dc_tag|the_altsyncram|auto_generated                                                                                                                             ; 30    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_dc_tag                                                                                                                                                           ; 30    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_mult_cell|the_altmult_add_p3|auto_generated                                                                                                                  ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_mult_cell|the_altmult_add_p2|auto_generated                                                                                                                  ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_mult_cell|the_altmult_add_p1|auto_generated                                                                                                                  ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_mult_cell                                                                                                                                                    ; 67    ; 0              ; 0            ; 0              ; 96     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                                                    ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_register_bank_b                                                                                                                                                  ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                                                    ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_register_bank_a                                                                                                                                                  ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_bht|the_altsyncram|auto_generated                                                                                                                                ; 21    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_bht                                                                                                                                                              ; 21    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_ic_tag|the_altsyncram|auto_generated                                                                                                                             ; 26    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_ic_tag                                                                                                                                                           ; 26    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_ic_data|the_altsyncram|auto_generated                                                                                                                            ; 55    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|avs_hram_converter_TEST_advanced_nios2_cpu_ic_data                                                                                                                                                          ; 55    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu|the_avs_hram_converter_TEST_advanced_nios2_cpu_test_bench                                                                                                                                                   ; 503   ; 30             ; 430          ; 30             ; 45     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2|cpu                                                                                                                                                                                                             ; 151   ; 1              ; 32           ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|nios2                                                                                                                                                                                                                 ; 151   ; 1              ; 0            ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|leds                                                                                                                                                                                                                  ; 38    ; 28             ; 28           ; 28             ; 36     ; 28              ; 28            ; 28              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|instruction_ocrom|the_altsyncram|auto_generated                                                                                                                                                                       ; 32    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|instruction_ocrom                                                                                                                                                                                                     ; 37    ; 1              ; 1            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|rst_controller|alt_rst_req_sync_uq1                                                                                                                                                                ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|rst_controller|alt_rst_sync_uq1                                                                                                                                                                    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|rst_controller                                                                                                                                                                                     ; 33    ; 31             ; 0            ; 31             ; 1      ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|clkctrl|altclkctrl_0|avs_hram_converter_TEST_advanced_avs_hram_converter_clkctrl_altclkctrl_0_sub_component                                                                                        ; 5     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|clkctrl|altclkctrl_0                                                                                                                                                                               ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|clkctrl                                                                                                                                                                                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|CU                                                                                                                                                                               ; 18    ; 1              ; 0            ; 1              ; 36     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:13:chain_tff                                                                                                                                           ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:12:chain_tff                                                                                                                                           ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:11:chain_tff                                                                                                                                           ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:10:chain_tff                                                                                                                                           ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:9:chain_tff                                                                                                                                            ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:8:chain_tff                                                                                                                                            ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:7:chain_tff                                                                                                                                            ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:6:chain_tff                                                                                                                                            ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:5:chain_tff                                                                                                                                            ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:4:chain_tff                                                                                                                                            ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:3:chain_tff                                                                                                                                            ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:2:chain_tff                                                                                                                                            ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|\g1:1:chain_tff                                                                                                                                            ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt|entry_tff                                                                                                                                                  ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer|cnt                                                                                                                                                            ; 4     ; 1              ; 0            ; 1              ; 14     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|deadline_timer                                                                                                                                                                ; 3     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|dpd_tracker                                                                                                                                                                   ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|op_tracker                                                                                                                                                                    ; 5     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|dpd_req_tracker                                                                                                                                                               ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|burst_detector                                                                                                                                                                ; 22    ; 11             ; 0            ; 11             ; 1      ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|burst_cmp                                                                                                                                                                     ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|addressgen|LPM_ADD_SUB_component|auto_generated                                                                                                                               ; 46    ; 0              ; 0            ; 0              ; 22     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|addressgen                                                                                                                                                                    ; 46    ; 11             ; 0            ; 11             ; 22     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|cntpipe3                                                                                                                                                                      ; 15    ; 3              ; 0            ; 3              ; 11     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|cntpipe2                                                                                                                                                                      ; 15    ; 3              ; 0            ; 3              ; 11     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|cntpipe1                                                                                                                                                                      ; 15    ; 3              ; 0            ; 3              ; 11     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdatamux                                                                                                                                                                   ; 33    ; 14             ; 0            ; 14             ; 16     ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|CU                                                                                                                                                          ; 6     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|outpipe                                                                                                                                                  ; 20    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|busy_pipe                                                                                                                                                ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|valid_pipe                                                                                                                                               ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|data_counter|\g1:1:chain_tff                                                                                                                             ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|data_counter|entry_tff                                                                                                                                   ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|data_counter                                                                                                                                             ; 4     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|burstlen_cmp                                                                                                                                             ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|burstlen_counter|LPM_COUNTER_component|auto_generated                                                                                                    ; 4     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|burstlen_counter                                                                                                                                         ; 4     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|burstlen                                                                                                                                                 ; 15    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|outreg                                                                                                                                                   ; 20    ; 2              ; 0            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|datamux                                                                                                                                                  ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|din00                                                                                                                                                    ; 20    ; 2              ; 0            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|din01                                                                                                                                                    ; 20    ; 2              ; 0            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|din10                                                                                                                                                    ; 20    ; 2              ; 0            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|din11                                                                                                                                                    ; 20    ; 2              ; 0            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|dec                                                                                                                                                      ; 2     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|synchronizer                                                                                                                                             ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|code_counter|\g1:1:chain_tff                                                                                                                             ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|code_counter|entry_tff                                                                                                                                   ; 5     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU|code_counter                                                                                                                                             ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst|EU                                                                                                                                                          ; 45    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|synchronizer_inst                                                                                                                                                             ; 35    ; 0              ; 0            ; 0              ; 29     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|CU                                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|rwdsgen                                                                                                                                                 ; 5     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|rwdsgen_pipe                                                                                                                                            ; 5     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|lsb                                                                                                                                                     ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|msb                                                                                                                                                     ; 12    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|pipereg7                                                                                                                                                ; 12    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|pipereg6                                                                                                                                                ; 12    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|pipereg5                                                                                                                                                ; 12    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|pipereg4                                                                                                                                                ; 12    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|pipereg3                                                                                                                                                ; 12    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|pipereg2                                                                                                                                                ; 12    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|pipereg1                                                                                                                                                ; 12    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|regp2                                                                                                                                                   ; 12    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|regp1                                                                                                                                                   ; 12    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|tracker                                                                                                                                                 ; 5     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|pipereg5                                                                                                                                     ; 6     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|pipereg4                                                                                                                                     ; 8     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|haw2                                                                                                                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|haw1                                                                                                                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|pipereg3                                                                                                                                     ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|faw1|ha2_inst                                                                                                                                ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|faw1|ha1_inst                                                                                                                                ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|faw1                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|faw0|ha2_inst                                                                                                                                ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|faw0|ha1_inst                                                                                                                                ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|faw0                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|pipereg2                                                                                                                                     ; 10    ; 1              ; 0            ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PDS|avs_hram_converter|avs_hram_mainconv|EU|readdata_converter|EU|voter_inst|ha02                                                                                                                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
